Band Distance,Enrichment_Score
6.425000000000001,0.6849029933828953
13.275,0.7914812387328696
20.125,0.9081054835394518
26.975,0.928287318398709
33.825,1.0882138295577115
40.675,1.185138714216186
47.525000000000006,1.194235771590261
54.375,1.2337151755972733
61.22500000000001,1.290056067613203
68.075,1.2911737164305461
74.92500000000001,1.2767878999736064
81.775,1.2670123624477732
88.625,1.2804950502756536
95.47500000000001,1.3054997621739186
102.32500000000002,1.3315892653983628
109.17500000000001,1.3787373740103348
116.025,1.5425916315716048
