Band Distance,Enrichment_Score
6.425000000000001,0.855786163152103
13.275,0.9485471986290185
20.125,0.9528134754892853
26.975,0.9753291085676106
33.825,0.9953301522311858
40.675,1.0191052025769813
47.525000000000006,1.03643063418569
54.375,1.0635721005735306
61.22500000000001,1.0771347232511292
68.075,1.0977651944120859
74.92500000000001,1.1079705875982229
81.775,1.0996401141457888
88.625,1.0773416369471454
95.47500000000001,1.0680602098861423
102.32500000000002,1.0684709724353394
109.17500000000001,1.09131366401857
116.025,1.162685568069569
