Band Distance,Enrichment_Score
6.425000000000001,1.06866053058494
13.275,0.9799122938880156
20.125,1.0434802008447677
26.975,1.0385405796965728
33.825,1.0697007439546193
40.675,1.023558629721704
47.525000000000006,1.0172448837132844
54.375,0.9594099878106428
61.22500000000001,0.9327281964607148
68.075,0.9021971367361371
74.92500000000001,0.9054830367238607
81.775,0.9269286368015908
88.625,0.9750415876727101
95.47500000000001,1.005245511925311
102.32500000000002,0.9856370026944508
109.17500000000001,0.8855906532317871
116.025,0.6947644538062815
