Domain,Lipid,Median_Count,Scaled_Median_Count
TM2,CDL2,12.5,1.7857142857142858
TM2,POPE,103.0,14.714285714285714
TM2,POPG,22.0,3.142857142857143
TM1,CDL2,20.0,4.0
TM1,POPE,145.0,29.0
TM1,POPG,59.0,11.8
NBD,CDL2,4.0,4.0
NBD,POPE,35.0,35.0
NBD,POPG,9.0,9.0
Periplasmic Domain,CDL2,0.0,0.0
Periplasmic Domain,POPE,10.0,5.0
Periplasmic Domain,POPG,0.0,0.0
