Domain,Lipid,Median_Count,Scaled_Median_Count
TM2,CDL2,17.5,2.5
TM2,POPE,78.0,11.142857142857142
TM2,POPG,27.0,3.857142857142857
TM1,CDL2,27.0,6.75
TM1,POPE,104.0,26.0
TM1,POPG,40.0,10.0
NBD,CDL2,4.0,4.0
NBD,POPE,33.0,33.0
NBD,POPG,9.0,9.0
