Band Distance,Enrichment_Score
6.425000000000001,0.8843655078403503
13.275,1.0325326399514951
20.125,0.9929717601859955
26.975,1.0600489987563406
33.825,1.077450320167089
40.675,1.1197268548974924
47.525000000000006,1.1950526567969868
54.375,1.2239895206117961
61.22500000000001,1.286359941983819
68.075,1.295419220264442
74.92500000000001,1.2943767639066621
81.775,1.2910796703814866
88.625,1.2844057469061454
95.47500000000001,1.2885741185269954
102.32500000000002,1.3394652073353335
109.17500000000001,1.5577259597499051
116.025,2.370669612542729
