Band Distance,Enrichment_Score
6.425000000000001,0.9943273770548852
13.275,1.0088507851159858
20.125,1.0567422775092723
26.975,1.0775544164831445
33.825,1.0855406332381694
40.675,1.0509868698115183
47.525000000000006,1.001260536776873
54.375,1.0042551632636685
61.22500000000001,0.9964346063206209
68.075,0.971413031771875
74.92500000000001,0.9635975152780207
81.775,1.0026182732811035
88.625,1.0386428142922455
95.47500000000001,1.0339273957364632
102.32500000000002,1.0907541981413984
109.17500000000001,1.229365206867862
116.025,1.6120521236118126
