Band Distance,Enrichment_Score
6.425000000000001,0.8714430977518766
13.275,0.7410159888037029
20.125,0.9219074287807572
26.975,0.9628976779323883
33.825,1.0197368244749074
40.675,1.0682998426294463
47.525000000000006,1.1498358535215554
54.375,1.2017536387353294
61.22500000000001,1.2940387319045366
68.075,1.3317692601890374
74.92500000000001,1.3405901921900558
81.775,1.337328894964672
88.625,1.334123257169968
95.47500000000001,1.3003079401827349
102.32500000000002,1.292268888672866
109.17500000000001,1.348745666963131
116.025,1.4502573569001915
