Mean Distance,Time (ns)
28.38241419595717,0.0
28.85606800288404,0.075
28.90527830608466,0.15
28.560823407996725,0.22499999999999998
28.50423768895315,0.3
29.044454723369658,0.375
28.089228548455413,0.44999999999999996
28.646418470244036,0.525
28.418554936667565,0.6
27.768785979454293,0.6749999999999999
27.7913487083538,0.75
27.86707207719122,0.825
28.1159087585862,0.8999999999999999
28.544780518233363,0.975
28.802473234043546,1.05
28.360289101775226,1.125
28.804180023961948,1.2
27.932119484891384,1.275
28.047621797829272,1.3499999999999999
28.281001221489415,1.425
28.40232512819317,1.5
28.350149347724557,1.575
28.9263668970898,1.65
27.93425604040996,1.7249999999999999
28.8325367892625,1.7999999999999998
28.367535606910547,1.875
28.380335222967886,1.95
28.128454315218814,2.025
28.159763451253784,2.1
28.648289655920937,2.175
28.560218930740568,2.25
28.18051259495033,2.3249999999999997
28.06438505634374,2.4
28.40143694056453,2.475
29.344085863142833,2.55
29.242369170970402,2.625
28.520455764034576,2.6999999999999997
28.474319994635195,2.775
28.797800900878556,2.85
28.829129498675172,2.925
28.828915921742436,3.0
28.85704189043677,3.0749999999999997
29.049190596501155,3.15
29.453984653263817,3.225
28.918487740962266,3.3
28.6000943539761,3.375
28.491761596823945,3.4499999999999997
28.79877551969561,3.525
28.36903938488102,3.5999999999999996
28.688876438407625,3.675
28.131495916124468,3.75
28.62246094134591,3.8249999999999997
28.77180235909602,3.9
28.638834626081135,3.9749999999999996
29.69670554014607,4.05
28.394440944244803,4.125
28.5590190260899,4.2
28.210618517335185,4.2749999999999995
28.965367914628015,4.35
28.993268984645653,4.425
28.72026339715819,4.5
28.721424970986302,4.575
28.547850284278358,4.6499999999999995
28.373000643813914,4.725
28.6626928638008,4.8
28.530704305338773,4.875
28.513308068740997,4.95
28.327618103807396,5.0249999999999995
28.625429633357896,5.1
28.9666319718635,5.175
28.583935007664543,5.25
28.402531986079268,5.325
28.39002660990072,5.3999999999999995
28.98732109024871,5.475
28.472543150954642,5.55
28.238249010987175,5.625
28.453461317829245,5.7
28.860024322990892,5.7749999999999995
28.971895439958796,5.85
28.177355741704716,5.925
28.292106798876297,6.0
28.911078891896118,6.075
28.307510339352973,6.1499999999999995
27.829445450350892,6.225
27.573994798101356,6.3
27.983688121476284,6.375
28.287178015288998,6.45
28.525427502169943,6.5249999999999995
28.109655951257906,6.6
28.581137075126932,6.675
28.898305448601104,6.75
28.34239782651311,6.825
