Domain,Lipid,Median_Count,Scaled_Median_Count
TM2,CDL2,14.0,2.8
TM2,POPE,59.0,11.8
TM2,POPG,18.0,3.6
TM1,CDL2,12.0,6.0
TM1,POPE,47.0,23.5
TM1,POPG,16.0,8.0
