Band Distance,Enrichment_Score
6.425000000000001,1.491771610079608
13.275,1.3020365650140833
20.125,0.9921940767601405
26.975,1.0445183487595764
33.825,0.9053242168668485
40.675,0.748770343451497
47.525000000000006,0.7861863697751489
54.375,0.7996614085002226
61.22500000000001,0.7857274551556697
68.075,0.7981500062280846
74.92500000000001,0.8340785342146847
81.775,0.8373764891177113
88.625,0.8246250257933743
95.47500000000001,0.8018627191607073
102.32500000000002,0.769802076871414
109.17500000000001,0.7054154087717251
116.025,0.49574353843683505
