Domain,Lipid,Median_Count,Scaled_Median_Count
TM2,CDL2,1.5,0.375
TM2,POPE,74.0,18.5
TM2,POPG,29.0,7.25
TM1,CDL2,8.0,4.0
TM1,POPE,51.0,25.5
TM1,POPG,20.0,10.0
Periplasmic Domain,CDL2,0.0,0.0
Periplasmic Domain,POPE,27.0,9.0
Periplasmic Domain,POPG,1.0,0.3333333333333333
