Band Distance,Enrichment_Score
6.425000000000001,1.1001689708785078
13.275,1.0774427508668354
20.125,1.006491735663015
26.975,0.987611479721614
33.825,0.9405334983434639
40.675,0.9590878868633079
47.525000000000006,0.9491673637371145
54.375,0.980975932391959
61.22500000000001,0.9970739709508438
68.075,1.0129524035811337
74.92500000000001,1.0001524514291709
81.775,0.9835617796097302
88.625,0.9533300535326065
95.47500000000001,0.9328167952478366
102.32500000000002,0.9506956497573096
109.17500000000001,1.0387586299161566
116.025,1.2806955502754982
