Band Distance,Enrichment_Score
6.425000000000001,0.5845210778417875
13.275,0.8495688359708038
20.125,0.9477391074994014
26.975,0.9983096782192091
33.825,1.1021818250521316
40.675,1.1819748921049635
47.525000000000006,1.237848460006248
54.375,1.2846001995683336
61.22500000000001,1.3247281436551437
68.075,1.336392579729219
74.92500000000001,1.3587648954650349
81.775,1.3953866282885812
88.625,1.479800531713625
95.47500000000001,1.5654462759832044
102.32500000000002,1.596303235390402
109.17500000000001,1.6234310029887198
116.025,2.042045705270652
