Domain,Lipid,Median_Count,Scaled_Median_Count
TM2,CDL2,12.5,1.7857142857142858
TM2,POPE,76.0,10.857142857142858
TM2,POPG,34.0,4.857142857142857
TM1,CDL2,29.5,5.9
TM1,POPE,137.0,27.4
TM1,POPG,51.0,10.2
NBD,CDL2,4.0,4.0
NBD,POPE,34.0,34.0
NBD,POPG,8.0,8.0
