Band Distance,Enrichment_Score
6.425000000000001,0.6093518021617715
13.275,0.7901237145436955
20.125,0.8833346179891295
26.975,0.9551674931758186
33.825,1.0375080965039778
40.675,1.0737970729053452
47.525000000000006,1.1638549463504297
54.375,1.2557685707856536
61.22500000000001,1.3606676500257158
68.075,1.444773438316125
74.92500000000001,1.5001523543308493
81.775,1.5444861537255101
88.625,1.5987439195262656
95.47500000000001,1.6118872722950721
102.32500000000002,1.610376071694927
109.17500000000001,1.7306427834052984
116.025,2.053379062499432
