Band Distance,Enrichment_Score
6.425000000000001,1.9259210925809964
13.275,1.4644475325534203
20.125,1.1089890088914638
26.975,1.1287306747383572
33.825,0.9398612821529121
40.675,0.8236368065161193
47.525000000000006,0.6686267104528882
54.375,0.6216976242350973
61.22500000000001,0.6061960263182347
68.075,0.5933705356057736
74.92500000000001,0.6022051450084391
81.775,0.6163951700083394
88.625,0.6179101819188515
95.47500000000001,0.6396370180644355
102.32500000000002,0.6802566182916251
109.17500000000001,0.7056102634168124
116.025,0.6106474376623747
