Band Distance,Enrichment_Score
6.425000000000001,0.8814253927639788
13.275,0.8989854102303385
20.125,0.9444993085097297
26.975,0.9530005420136012
33.825,1.0593450003624199
40.675,1.0880968506749835
47.525000000000006,1.1193832964335118
54.375,1.1653568938113332
61.22500000000001,1.227642304797469
68.075,1.2876739899190617
74.92500000000001,1.3218755643859674
81.775,1.33868720704867
88.625,1.3541630537890756
95.47500000000001,1.3324069536365726
102.32500000000002,1.2950881676248844
109.17500000000001,1.2848112165719625
116.025,1.2100913437797303
