Domain,Lipid,Median_Count,Scaled_Median_Count
TM2,CDL2,18.5,2.642857142857143
TM2,POPE,84.0,12.0
TM2,POPG,19.0,2.7142857142857144
TM1,CDL2,16.0,4.0
TM1,POPE,133.0,33.25
TM1,POPG,38.0,9.5
NBD,CDL2,3.5,3.5
NBD,POPE,36.0,36.0
NBD,POPG,8.0,8.0
Periplasmic Domain,CDL2,0.0,0.0
Periplasmic Domain,POPE,6.0,6.0
Periplasmic Domain,POPG,0.0,0.0
