Band Distance,Enrichment_Score
6.425000000000001,0.7335459176567941
13.275,0.9286678087478366
20.125,0.9690075880363342
26.975,0.9839721611639642
33.825,1.0356802535313696
40.675,1.0906617347462237
47.525000000000006,1.231300815807899
54.375,1.2875976310762827
61.22500000000001,1.297191132598439
68.075,1.3175650084085477
74.92500000000001,1.2960319975390433
81.775,1.2806605099391906
88.625,1.2707280535395458
95.47500000000001,1.2387167492001017
102.32500000000002,1.1937564130974485
109.17500000000001,1.1796516509003105
116.025,1.2379237249606712
