Mean Distance,Time (ns)
32.90131253735395,0.0
32.8988458716342,0.075
33.64436659023524,0.15
33.61222117729705,0.22499999999999998
33.70318108409105,0.3
34.41563646620906,0.375
33.96522192723272,0.44999999999999996
33.38641234661116,0.525
33.6659199750068,0.6
33.3670842426197,0.6749999999999999
33.361428199127374,0.75
33.507666927215396,0.825
32.22503136588829,0.8999999999999999
32.73495924670879,0.975
32.28178079833676,1.05
32.672753992265655,1.125
32.781483201232696,1.2
32.77425876089813,1.275
32.062150903670805,1.3499999999999999
31.65433463742866,1.425
31.612468259677854,1.5
33.10178930949498,1.575
32.60551627929696,1.65
32.467006293844925,1.7249999999999999
32.25626820661351,1.7999999999999998
32.26403955012219,1.875
32.56514467792374,1.95
32.35811819391219,2.025
31.8332521142072,2.1
32.15656634147474,2.175
32.40527532677286,2.25
32.71526428575905,2.3249999999999997
32.127168396620206,2.4
33.79733779664593,2.475
33.16226594600229,2.55
33.738979419146304,2.625
33.71210910024816,2.6999999999999997
33.36801833253101,2.775
32.999994894205074,2.85
31.85958590003251,2.925
32.24674768286088,3.0
32.601659057745394,3.0749999999999997
33.34943618664924,3.15
33.198579176813716,3.225
32.181081860560326,3.3
32.980643865669144,3.375
32.98856501719551,3.4499999999999997
32.59491400336737,3.525
32.86551245967742,3.5999999999999996
33.232286240763266,3.675
33.348267583366386,3.75
33.001838367213736,3.8249999999999997
32.12483750863335,3.9
32.2679030172145,3.9749999999999996
32.13207915223868,4.05
32.02285273745358,4.125
32.13011177242113,4.2
31.462280490439237,4.2749999999999995
32.28285724290315,4.35
31.82187298917376,4.425
32.29176295399543,4.5
32.347775827981,4.575
32.38824734890532,4.6499999999999995
31.939272552298235,4.725
31.210874051596715,4.8
30.96494410254169,4.875
32.8281435417949,4.95
32.39092824408823,5.0249999999999995
31.56815920098326,5.1
31.633781640689563,5.175
32.23168992217661,5.25
32.282750866441894,5.325
32.64228191789229,5.3999999999999995
31.659095294297217,5.475
32.65951295096259,5.55
32.04881208387065,5.625
33.09314880742011,5.7
32.48544846220545,5.7749999999999995
31.444862804443414,5.85
31.485694218820896,5.925
31.01944233690126,6.0
31.095995916871015,6.075
31.745116180523578,6.1499999999999995
31.396869585931682,6.225
31.00932411158848,6.3
31.066865089644526,6.375
31.859960097740796,6.45
31.947570972465133,6.5249999999999995
31.491538940512697,6.6
31.639278450517683,6.675
31.48016376822788,6.75
30.87374078025173,6.825
31.151995910538137,6.8999999999999995
30.26547829506159,6.975
31.90029187521351,7.05
31.487547464867028,7.125
31.499170157565658,7.199999999999999
31.922634978632466,7.2749999999999995
32.06750149161034,7.35
32.109798421906966,7.425
32.70822838662242,7.5
32.521300453154275,7.574999999999999
32.86905474733012,7.6499999999999995
32.53006091711512,7.725
33.35992244071027,7.8
32.32542555071079,7.875
32.849974802575026,7.949999999999999
32.55104482063233,8.025
32.364086381570104,8.1
32.90528544098911,8.174999999999999
31.947675927164855,8.25
31.65084505587306,8.325
32.486751065076334,8.4
32.260456544200565,8.475
31.6480287351357,8.549999999999999
31.897857557272552,8.625
32.194552520068264,8.7
31.88381671390075,8.775
31.97692627022779,8.85
31.984278450597806,8.924999999999999
32.40912373469356,9.0
31.98818080470819,9.075
31.906786703413772,9.15
31.85270114580472,9.225
31.163137826178875,9.299999999999999
31.722623405445347,9.375
31.57147284680042,9.45
31.59096572955495,9.525
31.589059754191574,9.6
30.686111533221204,9.674999999999999
31.384061035731218,9.75
31.34794901009287,9.825
31.146137085658626,9.9
31.249791281878082,9.975
31.32090958044499,10.049999999999999
31.26645918289976,10.125
30.935882099946873,10.2
31.525023259053054,10.275
31.65873127606963,10.35
31.38052416419688,10.424999999999999
31.24378988539107,10.5
31.484818901977793,10.575
31.214443919581086,10.65
31.50487726972416,10.725
32.11163158928441,10.799999999999999
32.0507709028089,10.875
32.11317385359312,10.95
32.88472782281479,11.025
32.22355078473943,11.1
31.524218088313575,11.174999999999999
32.33647293297729,11.25
32.058464041333956,11.325
32.138978161199645,11.4
32.43253949185495,11.475
32.51747499671052,11.549999999999999
32.51651965388807,11.625
32.254412168034825,11.7
32.57610960700548,11.775
32.282545985684294,11.85
32.04816645717188,11.924999999999999
32.39438217438638,12.0
32.28933151689055,12.075
31.641725439406414,12.15
32.18020739971631,12.225
32.45730629342049,12.299999999999999
32.12482251909617,12.375
32.718946721127516,12.45
32.58590734851754,12.525
32.772218278086626,12.6
33.78346777411685,12.674999999999999
33.221594669293935,12.75
32.916875780338366,12.825
33.5543741007607,12.9
32.92169054744545,12.975
33.28942297944242,13.049999999999999
33.13730833589009,13.125
34.068449831043324,13.2
33.609194493347516,13.275
33.68000960439639,13.35
33.645776649802826,13.424999999999999
33.71088885154475,13.5
33.91406879443577,13.575
34.04945485816145,13.65
34.23780540151363,13.725
34.92178776586291,13.799999999999999
34.00432246355392,13.875
34.28882897697599,13.95
33.988346887879906,14.025
34.32073614958213,14.1
33.88383285919971,14.174999999999999
34.52854975138269,14.25
34.58339816095825,14.325
34.32261906098345,14.399999999999999
33.37921191135814,14.475
34.63428294374646,14.549999999999999
33.66492424178318,14.625
33.34600916459643,14.7
34.06843783288942,14.774999999999999
34.3459103582025,14.85
34.07877836993833,14.924999999999999
34.54825628822397,15.0
34.01658729622046,15.075
34.0816918562388,15.149999999999999
34.68657770981092,15.225
33.344426866484106,15.299999999999999
33.788982854558704,15.375
33.673797626765335,15.45
33.95272574532521,15.524999999999999
33.36767872131665,15.6
32.989902489063624,15.674999999999999
33.048550883198416,15.75
33.69674066763031,15.825
33.51009064351749,15.899999999999999
33.58131504392048,15.975
33.68367667681297,16.05
33.73114025745839,16.125
33.774577368977596,16.2
32.68179681719111,16.275
33.60611473674374,16.349999999999998
33.88365071187591,16.425
33.175755329881106,16.5
33.9045581412286,16.575
33.89612920945313,16.65
33.4125464179901,16.724999999999998
33.20526233432201,16.8
32.98921345431893,16.875
33.25892602200139,16.95
33.42132982830309,17.025
33.059764835056725,17.099999999999998
33.28004497876074,17.175
33.59411571988962,17.25
33.1406777888768,17.325
33.70247912334102,17.4
33.61077256041881,17.474999999999998
34.106756868378525,17.55
33.67954184214783,17.625
34.02409223058216,17.7
33.697297838215356,17.775
34.44793163981737,17.849999999999998
34.42993831428049,17.925
34.147085693776745,18.0
33.983117808155924,18.075
34.26084004817986,18.15
34.80691706587737,18.224999999999998
33.687569904569635,18.3
33.77815462504778,18.375
34.16783202268274,18.45
33.86473675526104,18.525
33.901872601428494,18.599999999999998
33.37689831240328,18.675
33.920968286418066,18.75
34.14178683023763,18.825
33.79973100523984,18.9
34.23044846711822,18.974999999999998
34.613657589682234,19.05
34.07907263955225,19.125
34.58107946305291,19.2
34.2584679820414,19.275
35.047812267811416,19.349999999999998
34.54350632973337,19.425
34.71192229219756,19.5
35.07994620201952,19.575
34.5327383640004,19.65
34.76685367186886,19.724999999999998
34.421397637801014,19.8
34.24983731579377,19.875
34.62601006826786,19.95
34.66036328278278,20.025
35.34853075284414,20.099999999999998
34.49700023886022,20.175
35.21470506879657,20.25
35.22455779821359,20.325
34.03471575026518,20.4
34.589004927368286,20.474999999999998
33.831774864263096,20.55
34.34261598651402,20.625
33.967052047643506,20.7
34.48471552347282,20.775
34.00508821544792,20.849999999999998
33.90151930167472,20.925
34.31469073770032,21.0
34.72575671176803,21.075
34.851077405831745,21.15
35.01438725499551,21.224999999999998
35.125875428426,21.3
35.30770183664513,21.375
34.27696668625238,21.45
34.87884546938923,21.525
34.321041667838536,21.599999999999998
34.35900049301519,21.675
33.95034057435198,21.75
33.85101907042228,21.825
33.90560188382203,21.9
33.917397738371726,21.974999999999998
33.23057526011325,22.05
32.95416573862616,22.125
32.97979665031998,22.2
32.8005310147634,22.275
33.49606860412149,22.349999999999998
33.31278345461023,22.425
33.38922403197225,22.5
34.527114093591095,22.575
32.90015454865804,22.65
33.63380503400612,22.724999999999998
34.58981623791798,22.8
34.375031261371475,22.875
34.344685488590784,22.95
33.967861674033436,23.025
33.98638728146159,23.099999999999998
34.022709930029286,23.175
33.820050216381084,23.25
33.61053111352257,23.325
33.96928234328203,23.4
33.237884182893275,23.474999999999998
33.07994523335312,23.55
33.91441798219368,23.625
34.25324766539734,23.7
33.03990209896269,23.775
33.49820173970201,23.849999999999998
33.88409026961432,23.925
34.21722572791782,24.0
33.37572233844535,24.075
33.888305348403506,24.15
33.18767517582994,24.224999999999998
33.03513045777586,24.3
33.12457016997238,24.375
32.335858949862335,24.45
32.86822131509194,24.525
32.417463648833234,24.599999999999998
33.038490492929306,24.675
32.6376327606986,24.75
32.17459312318807,24.825
31.216336670648182,24.9
31.580904957952164,24.974999999999998
32.26014703667393,25.05
31.068004607285296,25.125
31.56888489248913,25.2
31.990231733469646,25.275
31.629905272434712,25.349999999999998
31.2267862925339,25.425
31.967362693384203,25.5
31.445542428721893,25.575
32.1066750801315,25.65
31.884480195711458,25.724999999999998
32.11321323597176,25.8
31.53219294973794,25.875
32.561890142280184,25.95
32.513646939494,26.025
31.979874617116327,26.099999999999998
32.282467699480044,26.175
32.18397031630486,26.25
31.832787301549896,26.325
31.983295508464245,26.4
31.786903405104233,26.474999999999998
32.46200595515375,26.55
32.542740705989516,26.625
31.763656704569062,26.7
31.59874182300003,26.775
32.190655096653096,26.849999999999998
31.639409545792955,26.925
31.95640775022401,27.0
31.990121126059034,27.075
31.657679037780788,27.15
31.517196300443075,27.224999999999998
31.19038725977322,27.3
31.955424102728465,27.375
32.20274229522556,27.45
32.08169535267607,27.525
31.566328803444353,27.599999999999998
31.405933246897234,27.675
33.495354471042624,27.75
32.83246667620929,27.825
32.009695372387796,27.9
32.317398384928175,27.974999999999998
32.949528683266415,28.05
31.801560836834977,28.125
31.9895481905825,28.2
31.853755186355745,28.275
32.062395458698475,28.349999999999998
31.968718002131688,28.425
31.676703460559974,28.5
32.7407110472314,28.575
32.67535369370617,28.65
32.67964098345539,28.724999999999998
32.41326826296941,28.799999999999997
32.64417598321179,28.875
32.576464094754584,28.95
32.80291493851199,29.025
32.20322320074578,29.099999999999998
32.64382117732755,29.174999999999997
32.34362024600199,29.25
32.37897258092042,29.325
32.97978316933345,29.4
33.079408343892794,29.474999999999998
32.02949671519052,29.549999999999997
32.11871662296523,29.625
32.80683625036567,29.7
34.09807785006159,29.775
32.852120961296464,29.849999999999998
32.84535388183202,29.924999999999997
32.71469967259452,30.0
33.12758665769767,30.075
32.55995547764012,30.15
33.02108604524274,30.224999999999998
33.24783391346908,30.299999999999997
33.48277468615501,30.375
32.772744862429406,30.45
33.30297426200758,30.525
32.73746907723074,30.599999999999998
32.63542159918091,30.674999999999997
33.158741089204035,30.75
33.070810311067724,30.825
32.76763042460959,30.9
33.03638588015111,30.974999999999998
32.082376681765716,31.049999999999997
32.405164319434505,31.125
32.847546755698495,31.2
32.840771112170984,31.275
32.19874675608813,31.349999999999998
32.24945464224981,31.424999999999997
32.501256903353394,31.5
32.98615572370834,31.575
32.86292699268922,31.65
32.92483692475887,31.724999999999998
32.50479624142524,31.799999999999997
32.42358863460744,31.875
32.548223185961035,31.95
32.65814047653979,32.025
32.95790383914549,32.1
32.87362459824676,32.175
33.47134781055444,32.25
32.37008789853189,32.324999999999996
32.529357293547385,32.4
32.14389257962956,32.475
32.535413337356765,32.55
32.10879097614349,32.625
32.036569742926304,32.699999999999996
33.601360476716366,32.775
31.64147640997299,32.85
32.44597838853639,32.925
32.12080375187532,33.0
31.45047306564621,33.074999999999996
31.419309886828795,33.15
31.409709998068873,33.225
31.856593749408354,33.3
31.589631361728152,33.375
31.323784837670285,33.449999999999996
32.07246676818166,33.525
32.31367420911281,33.6
32.33740173382249,33.675
32.521694424724956,33.75
31.5350142357649,33.824999999999996
32.3853220352108,33.9
32.43568390767336,33.975
32.468989745371516,34.05
32.31419264211577,34.125
32.87551574210133,34.199999999999996
32.1580615540219,34.275
32.91029844858484,34.35
32.95518405222205,34.425
33.037744556358554,34.5
33.12463822412473,34.574999999999996
32.9974231453432,34.65
33.09481766451444,34.725
32.847660002698284,34.8
32.51862278171987,34.875
32.51661375414509,34.949999999999996
31.884427395260985,35.025
32.17275628535078,35.1
33.35957902067157,35.175
32.428584005367284,35.25
33.21328083979187,35.324999999999996
33.75441417552592,35.4
33.58365463952293,35.475
33.40798498225982,35.55
33.372588425949445,35.625
33.52742506760223,35.699999999999996
33.49155072822275,35.775
33.39298389503538,35.85
32.62193774921486,35.925
33.03291399406083,36.0
33.074947722141076,36.074999999999996
33.955825231613765,36.15
33.81595207781328,36.225
34.55203316024274,36.3
34.11244508047731,36.375
34.517999923587595,36.449999999999996
34.20888026031122,36.525
34.34613652475501,36.6
33.7889872279521,36.675
33.606316687407805,36.75
34.360088090903936,36.824999999999996
34.254917650974264,36.9
33.76114714252988,36.975
33.86586679063122,37.05
32.97501005285782,37.125
33.84251512374369,37.199999999999996
33.95071025801359,37.275
34.3173578864394,37.35
34.27150875695497,37.425
33.49787710048652,37.5
34.41447652583655,37.574999999999996
33.2388767831034,37.65
32.730412846221704,37.725
32.83803914022973,37.8
32.73106561835616,37.875
33.131952518262,37.949999999999996
33.37415068360581,38.025
33.23461124238995,38.1
34.17874944383715,38.175
32.835338329240855,38.25
33.09569744313122,38.324999999999996
32.8748145117598,38.4
32.53812080815799,38.475
33.25136917460309,38.55
33.633914407353366,38.625
33.16318204791258,38.699999999999996
32.62031969631072,38.775
32.82513989682049,38.85
32.26073413380833,38.925
32.859917617382784,39.0
33.05036087676612,39.074999999999996
34.06466112125141,39.15
32.48171819517043,39.225
32.831505600668265,39.3
33.27837049581724,39.375
32.88682697736889,39.449999999999996
32.98061224938231,39.525
33.06894036054335,39.6
33.40331129075473,39.675
32.72841991192003,39.75
33.010361495806336,39.824999999999996
33.07865464354728,39.9
33.6468930378622,39.975
33.183886989094354,40.05
32.97029212813892,40.125
32.83084919538167,40.199999999999996
32.95721215851627,40.275
33.69093531909144,40.35
33.41125545708099,40.425
33.39323832475187,40.5
33.467961557599786,40.574999999999996
33.048354014733974,40.65
33.096641158713474,40.725
32.80204921234067,40.8
32.59174650116099,40.875
31.95799094054494,40.949999999999996
31.815334303803198,41.025
32.38684780604522,41.1
32.76839587396216,41.175
32.23569081075673,41.25
32.62718590051675,41.324999999999996
32.20595820936945,41.4
31.72888892938722,41.475
32.29878158253187,41.55
32.29067930342624,41.625
33.11139328952853,41.699999999999996
33.11519747482975,41.775
33.00764258056421,41.85
32.82401066893012,41.925
32.53515343317027,42.0
32.6520892533073,42.074999999999996
32.01313407652721,42.15
31.581580203554125,42.225
31.66437688291242,42.3
31.99106352993249,42.375
32.293448920316365,42.449999999999996
32.11815798650051,42.525
30.8833361632254,42.6
31.42386685723912,42.675
31.051726182285908,42.75
32.45903204490019,42.824999999999996
31.96666001055196,42.9
31.847925901280036,42.975
31.446517660823226,43.05
32.258638089991784,43.125
31.983969794773575,43.199999999999996
31.542836841202543,43.275
31.58436644591231,43.35
31.41449281959271,43.425
31.470395413666864,43.5
31.28328803383369,43.574999999999996
31.54272484399862,43.65
30.487797407723026,43.725
31.25331667477601,43.8
31.113924278308012,43.875
31.25415833382089,43.949999999999996
31.69022654608678,44.025
31.258170217956234,44.1
31.46949726359764,44.175
31.561316632230923,44.25
31.357991995614817,44.324999999999996
31.99693084051185,44.4
32.0837511188346,44.475
31.370074166453847,44.55
31.189395110771276,44.625
31.221037140849408,44.699999999999996
30.897494720841966,44.775
31.407594994266848,44.85
31.258225784399208,44.925
30.421262766723565,45.0
30.892127227089116,45.074999999999996
31.046180512359282,45.15
31.122012478102988,45.225
30.467000121367537,45.3
30.258062802723295,45.375
30.693572345076966,45.449999999999996
31.130736084369044,45.525
31.019639801977284,45.6
30.993912476060153,45.675
30.95251755075492,45.75
30.274639219336123,45.824999999999996
30.731465071976398,45.9
31.318326035687203,45.975
31.762471217360567,46.05
31.104594128595583,46.125
31.308166859461927,46.199999999999996
30.983458163601366,46.275
30.975676213697163,46.35
31.40585685930083,46.425
30.897235613080884,46.5
31.692308001706987,46.574999999999996
31.842101362479063,46.65
31.428664640981136,46.725
31.606372958525185,46.8
31.01569262340034,46.875
31.404896396990626,46.949999999999996
31.063328487912198,47.025
30.82520866963141,47.1
31.3650528339058,47.175
31.07172380862754,47.25
31.051498394549405,47.324999999999996
30.601071491518898,47.4
31.347900413292017,47.475
30.792924398928122,47.55
31.014439145365458,47.625
30.99802401140378,47.699999999999996
30.797384349133708,47.775
31.211756381798804,47.85
30.657676506800485,47.925
30.112155763548454,48.0
31.429380735603765,48.074999999999996
30.63274515610533,48.15
31.47518668909075,48.225
30.894893715580498,48.3
31.061897861174792,48.375
31.152566971065458,48.449999999999996
31.671478090398683,48.525
31.288557402588307,48.6
30.971192187065018,48.675
31.040025289425717,48.75
30.57710307202624,48.824999999999996
30.560877918674198,48.9
31.319805249566663,48.975
31.675397607452897,49.05
30.694474991909882,49.125
30.391363123776593,49.199999999999996
30.982754879063556,49.275
30.888719715082008,49.35
30.88665269833138,49.425
31.439164762695995,49.5
31.223698076461535,49.574999999999996
31.66518909071551,49.65
30.57494504822798,49.725
30.641402231747527,49.8
30.158142121422436,49.875
30.18443990646328,49.949999999999996
30.208488762425773,50.025
30.25848194319015,50.1
30.7663106559781,50.175
30.480364280675705,50.25
31.047561063801574,50.324999999999996
30.668901091959825,50.4
30.94971011345361,50.475
31.498845524592276,50.55
31.477892224650137,50.625
31.16468212233201,50.699999999999996
31.08936693074211,50.775
31.150696006889667,50.85
31.061965493393206,50.925
31.071764622699348,51.0
30.73944117398152,51.074999999999996
30.623037781325213,51.15
31.21266278350362,51.225
30.5945597548227,51.3
31.394862319152626,51.375
31.646000059623567,51.449999999999996
30.995059883664908,51.525
30.7766135645124,51.6
30.31512620157479,51.675
30.184014345900223,51.75
29.951400062274775,51.824999999999996
29.73596429472523,51.9
30.849048722584023,51.975
29.828891387218704,52.05
30.11781739957137,52.125
31.063886175240047,52.199999999999996
31.27011002037093,52.275
30.36945199656378,52.35
30.990033508371283,52.425
30.845315247221546,52.5
30.63071054991805,52.574999999999996
30.879704119334292,52.65
30.68711948058123,52.725
30.22263849213486,52.8
30.417648362178657,52.875
30.449719078715777,52.949999999999996
30.681438457484372,53.025
31.007692088892153,53.1
29.98530436100357,53.175
31.357496610822537,53.25
30.800782012766003,53.324999999999996
30.861081687449904,53.4
30.31126302895015,53.475
30.873219609069725,53.55
30.619431530101586,53.625
30.890392729965043,53.699999999999996
31.09377396504664,53.775
31.092548640195787,53.85
30.734315805703137,53.925
31.377109525493825,54.0
31.253516965415294,54.074999999999996
31.891029263824212,54.15
31.71782707967402,54.225
31.198407217178314,54.3
31.647087804790978,54.375
30.924494654721236,54.449999999999996
31.03437120066812,54.525
31.450646806054834,54.6
31.379949096801678,54.675
31.986724888898767,54.75
32.255993773670234,54.824999999999996
31.86581608492129,54.9
31.88844628302283,54.975
32.097156418024596,55.05
32.87555566036199,55.125
32.20727753625195,55.199999999999996
32.53635858331057,55.275
31.979517621799626,55.35
31.993506853642423,55.425
32.53508071656426,55.5
32.51388158783635,55.574999999999996
32.68969471952667,55.65
33.15103839456296,55.725
33.291617129600986,55.8
33.39718778165832,55.875
32.90575718015861,55.949999999999996
33.517787287421115,56.025
32.945119371245845,56.1
32.05735616789177,56.175
32.19540569671123,56.25
33.05837651752095,56.324999999999996
32.46536362813396,56.4
31.877772357337488,56.475
32.650761324442186,56.55
32.02154542867679,56.625
31.846549683111448,56.699999999999996
32.5194001607465,56.775
31.939195887042903,56.85
31.695750693335004,56.925
32.13463295115789,57.0
32.02520042115612,57.074999999999996
32.37145937700675,57.15
31.754106344891586,57.225
32.29224682947308,57.3
31.191618588354828,57.375
31.94776263238385,57.449999999999996
32.77720923081794,57.525
31.850455147020377,57.599999999999994
32.98030567412144,57.675
33.38523279156941,57.75
32.87759244760752,57.824999999999996
33.39658758804079,57.9
32.79697326304637,57.974999999999994
33.20426593178375,58.05
33.26431497016242,58.125
32.163734679977374,58.199999999999996
32.543921830422065,58.275
32.500123552747375,58.349999999999994
32.51055677742535,58.425
32.66513362646679,58.5
32.123246730001654,58.574999999999996
33.960161147517304,58.65
33.86877619908575,58.724999999999994
33.0099242505783,58.8
33.56969430999503,58.875
32.95215434152182,58.949999999999996
32.41486964222819,59.025
32.71747293124241,59.099999999999994
33.63792537745073,59.175
33.269406708434104,59.25
32.29777130592379,59.324999999999996
33.08800633896531,59.4
32.66478032907502,59.474999999999994
32.02165347738602,59.55
32.101416301642686,59.625
32.46924141340815,59.699999999999996
31.37576971380216,59.775
32.40816817516297,59.849999999999994
32.97413595471238,59.925
32.74317093557803,60.0
31.932303105335297,60.074999999999996
